pet_id,name_zh,name_en,category,view,expression,action,filename,status
MM_PET_11,旋轉刺蝟,Spin Hedgehog,action,front,neutral,sitting,MM_PET_11_front_neutral_sitting_v001.png,PENDING_GENERATION
MM_PET_11,旋轉刺蝟,Spin Hedgehog,action,front,neutral,talking,MM_PET_11_front_neutral_talking_v001.png,PENDING_GENERATION
MM_PET_11,旋轉刺蝟,Spin Hedgehog,action,front,neutral,head_pat,MM_PET_11_front_neutral_head_pat_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,front,neutral,standing,MM_PET_12_front_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,left45,neutral,standing,MM_PET_12_left45_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,right45,neutral,standing,MM_PET_12_right45_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,left_side,neutral,standing,MM_PET_12_left_side_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,right_side,neutral,standing,MM_PET_12_right_side_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,view,back,neutral,standing,MM_PET_12_back_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,happy,standing,MM_PET_12_front_happy_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,love,standing,MM_PET_12_front_love_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,sad,standing,MM_PET_12_front_sad_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,exhausted,standing,MM_PET_12_front_exhausted_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,surprised,standing,MM_PET_12_front_surprised_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,expression,front,encouragement,standing,MM_PET_12_front_encouragement_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,eating,MM_PET_12_front_neutral_eating_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,sleeping,MM_PET_12_front_neutral_sleeping_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,standing,MM_PET_12_front_neutral_standing_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,sitting,MM_PET_12_front_neutral_sitting_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,talking,MM_PET_12_front_neutral_talking_v001.png,PENDING_GENERATION
MM_PET_12,和服三花貓,Kimono Calico Cat,action,front,neutral,head_pat,MM_PET_12_front_neutral_head_pat_v001.png,PENDING_GENERATION
